Samsung,56.0,1375.65,120,Premium
Samsung,54.7,1415.97,120,Premium
Samsung,56.3,1612.09,120,Premium
Samsung,58.0,1591.56,120,Premium
Samsung,54.5,1496.86,120,Premium
Samsung,54.5,1517.6,120,Premium
Samsung,58.2,1691.65,120,Premium
Samsung,56.5,1411.26,120,Premium
Samsung,54.1,1582.06,120,Premium
Samsung,56.1,1469.67,144,Premium
Samsung,54.1,1467.35,120,Premium
Samsung,54.1,1664.82,120,Premium
Samsung,55.5,1623.81,120,Premium
Samsung,51.2,1622.03,144,Premium
Samsung,51.6,1695.82,120,Premium
Samsung,53.9,1503.15,120,Premium
Samsung,53.0,1602.29,120,Premium
Samsung,55.6,1453.46,120,Premium
Samsung,53.2,1548.62,120,Premium
Samsung,52.2,1480.48,144,Premium
Samsung,57.9,1514.55,144,Premium
Samsung,54.5,1589.27,120,Premium
Samsung,55.1,1377.27,120,Premium
Samsung,52.2,1813.86,144,Premium
Samsung,53.9,1349.1,120,Premium
Samsung,55.2,1317.87,120,Premium
Samsung,52.7,1673.72,120,Premium
Samsung,55.8,1618.75,120,Premium
Samsung,53.8,1593.62,120,Premium
Samsung,54.4,1594.25,120,Premium
Samsung,53.8,1498.16,144,Premium
Samsung,58.7,1365.41,144,Premium
Samsung,55.0,1511.37,120,Premium
Samsung,52.9,1398.43,120,Premium
Samsung,56.6,1646.27,144,Premium
Samsung,52.6,1477.94,144,Premium
Samsung,55.4,1376.18,120,Premium
Samsung,51.1,1451.79,144,Premium
Samsung,52.3,1561.94,144,Premium
Samsung,55.4,1415.44,120,Premium
Samsung,56.5,1376.67,120,Premium
Samsung,55.3,1536.55,120,Premium
Samsung,54.8,1536.74,120,Premium
Samsung,54.4,1423.96,120,Premium
Samsung,52.0,1429.34,144,Premium
Samsung,53.6,1534.81,120,Premium
Samsung,54.1,1282.79,120,Premium
Samsung,57.1,1288.88,120,Premium
Samsung,55.7,1392.23,120,Premium
Samsung,51.5,1467.98,144,Premium
Samsung,55.6,1546.64,120,Premium
Samsung,54.2,1721.3,120,Premium
Samsung,53.6,1628.65,120,Premium
Samsung,56.2,1476.01,120,Premium
Samsung,57.1,1497.15,120,Premium
Samsung,56.9,1349.62,120,Premium
Samsung,53.3,1497.22,120,Premium
Samsung,54.4,1456.7,120,Premium
Samsung,55.7,1548.41,120,Premium
Samsung,57.0,1375.92,120,Premium
Samsung,54.0,1577.9,144,Premium
Samsung,54.6,1729.91,120,Premium
Samsung,52.8,1483.69,120,Premium
Samsung,52.6,1560.26,120,Premium
Samsung,56.6,1603.52,120,Premium
Samsung,57.7,1439.82,120,Premium
Samsung,54.9,1533.61,120,Premium
Samsung,57.0,1501.89,144,Premium
Samsung,55.7,1514.65,120,Premium
Samsung,53.7,1384.05,120,Premium
Samsung,55.7,1503.68,120,Premium
Samsung,58.1,1574.7,144,Premium
Samsung,54.9,1717.67,120,Premium
Samsung,58.1,1643.89,120,Premium
Samsung,50.0,1822.98,120,Premium
Samsung,56.6,1384.9,120,Premium
Samsung,55.2,1630.85,120,Premium
Samsung,54.4,1527.5,144,Premium
Samsung,55.2,1828.47,120,Premium
Samsung,51.0,1378.76,120,Premium
Samsung,54.6,1374.04,120,Premium
Samsung,55.7,1410.09,120,Premium
Samsung,58.0,1200.0,120,Premium
Samsung,54.0,1421.14,120,Premium
Samsung,53.4,1386.13,120,Premium
Samsung,54.0,1522.56,120,Premium
Samsung,56.8,1551.26,120,Premium
Samsung,55.7,1781.43,120,Premium
Samsung,53.9,1642.56,120,Premium
Samsung,56.0,1413.46,120,Premium
Samsung,55.2,1365.24,120,Premium
Samsung,56.9,1573.79,120,Premium
Samsung,53.6,1301.97,144,Premium
Samsung,54.3,1774.72,144,Premium
Samsung,54.2,1676.92,120,Premium
Samsung,52.1,1429.62,120,Premium
Samsung,55.6,1243.03,120,Premium
Samsung,55.5,1703.08,120,Premium
Samsung,55.0,1482.82,120,Premium
Samsung,54.5,1685.67,120,Premium
Xiaomi,40.2,370.28,50,Budget
Xiaomi,42.2,420.03,50,Budget
Xiaomi,42.3,450.26,50,Budget
Xiaomi,41.4,452.35,50,Budget
Xiaomi,42.7,427.5,50,Budget
Xiaomi,43.8,481.14,50,Budget
Xiaomi,46.8,396.62,50,Budget
Xiaomi,43.3,442.88,50,Budget
Xiaomi,43.5,456.01,50,Budget
Xiaomi,42.9,475.72,50,Budget
Xiaomi,39.2,485.58,50,Budget
Xiaomi,42.9,393.77,50,Budget
Xiaomi,43.1,373.29,50,Budget
Xiaomi,47.9,513.88,50,Budget
Xiaomi,42.6,466.62,50,Budget
Xiaomi,43.6,412.58,50,Budget
Xiaomi,42.9,527.56,50,Budget
Xiaomi,40.7,455.78,50,Budget
Xiaomi,45.3,508.96,50,Budget
Xiaomi,44.5,453.38,50,Budget
Xiaomi,44.6,553.04,50,Budget
Xiaomi,41.2,537.77,50,Budget
Xiaomi,45.8,437.55,50,Budget
