Samsung,55.9,1488.94,120,Premium
Samsung,53.0,1525.51,120,Premium
Samsung,57.8,1561.39,120,Premium
Samsung,54.0,1457.99,120,Premium
Samsung,55.4,1346.94,120,Premium
Samsung,56.5,1378.09,120,Premium
Samsung,53.4,1387.02,120,Premium
Samsung,53.9,1547.82,120,Premium
Samsung,54.0,1508.87,120,Premium
Samsung,53.9,1575.8,120,Premium
Samsung,53.9,1648.18,120,Premium
Samsung,54.0,1499.56,144,Premium
Samsung,56.5,1402.33,120,Premium
Samsung,60.0,1595.49,120,Premium
Samsung,56.3,1513.71,120,Premium
Samsung,53.2,1373.34,120,Premium
Samsung,54.2,1584.57,120,Premium
Samsung,53.0,1510.75,120,Premium
Samsung,53.8,1548.93,120,Premium
Samsung,56.0,1571.02,120,Premium
Samsung,53.5,1475.26,144,Premium
Samsung,52.3,1587.97,120,Premium
Samsung,53.0,1404.3,120,Premium
Samsung,56.5,1523.72,120,Premium
Samsung,55.7,1448.39,120,Premium
Samsung,57.7,1527.05,120,Premium
Samsung,50.3,1565.75,120,Premium
Samsung,52.4,1583.4,120,Premium
Samsung,54.6,1528.57,120,Premium
Samsung,53.6,1559.5,120,Premium
Samsung,53.5,1459.86,144,Premium
Samsung,55.9,1592.65,144,Premium
Samsung,54.0,1541.06,144,Premium
Samsung,57.5,1514.04,144,Premium
Samsung,53.7,1473.79,120,Premium
Samsung,57.3,1476.64,144,Premium
Samsung,55.0,1481.23,120,Premium
Samsung,54.3,1476.87,120,Premium
Samsung,54.7,1532.32,120,Premium
Samsung,53.3,1612.32,144,Premium
Samsung,51.5,1497.88,120,Premium
Samsung,55.2,1465.39,120,Premium
Samsung,54.7,1524.12,120,Premium
Samsung,55.6,1499.41,120,Premium
Samsung,57.1,1560.15,120,Premium
Samsung,53.6,1610.72,120,Premium
Samsung,56.1,1675.24,120,Premium
Samsung,54.1,1573.85,120,Premium
Samsung,55.2,1459.72,120,Premium
Samsung,55.0,1470.76,120,Premium
Samsung,53.1,1537.89,120,Premium
Samsung,56.1,1487.13,120,Premium
Samsung,53.6,1474.24,144,Premium
Samsung,54.4,1544.49,120,Premium
Samsung,55.4,1604.57,120,Premium
Samsung,54.4,1483.53,144,Premium
Samsung,55.5,1562.55,120,Premium
Samsung,57.3,1430.63,144,Premium
Samsung,55.5,1527.72,120,Premium
Samsung,55.4,1567.79,120,Premium
Samsung,55.5,1442.85,120,Premium
Samsung,55.3,1402.65,120,Premium
Samsung,52.9,1552.52,120,Premium
Samsung,53.6,1409.57,120,Premium
Samsung,56.7,1533.02,120,Premium
Samsung,53.4,1511.67,120,Premium
Samsung,53.4,1434.74,144,Premium
Samsung,56.6,1480.83,120,Premium
Samsung,55.0,1616.28,120,Premium
Samsung,52.5,1497.24,120,Premium
Samsung,53.1,1538.6,144,Premium
Samsung,54.8,1559.23,144,Premium
Samsung,53.5,1378.81,144,Premium
Samsung,53.3,1458.96,120,Premium
Samsung,55.3,1530.83,120,Premium
Samsung,55.4,1435.29,144,Premium
Samsung,55.1,1408.56,144,Premium
Samsung,56.6,1585.3,120,Premium
